"MonitoringLocationIdentifier","ActivityStartDate","HydrologicEvent","CharacteristicName","meanresult"
"21NC01WQ-J1330000",1992-11-18,"","Temperature, water",992.5
"21NC01WQ-J1330000",1992-11-18,"","Turbidity",1466
"21NC01WQ-J1330000",1992-12-16,"","Temperature, water",1692
"21NC01WQ-J1330000",1993-01-13,"","Temperature, water",935
"21NC01WQ-J1330000",1993-02-17,"","Temperature, water",1628.5
"21NC01WQ-J1330000",1993-02-17,"","Turbidity",1101
"21NC01WQ-J1330000",1993-03-23,"","Temperature, water",1055
"21NC01WQ-J1330000",1993-04-28,"","Temperature, water",1095
"21NC01WQ-J1330000",1993-05-18,"","Temperature, water",1307.5
"21NC01WQ-J1330000",1993-05-18,"","Turbidity",2002
"21NC01WQ-J1330000",1993-06-23,"","Temperature, water",1376
"21NC01WQ-J1330000",1993-07-26,"","Temperature, water",1422
"21NC01WQ-J1330000",1993-08-12,"","Temperature, water",1376
"21NC01WQ-J1330000",1993-08-12,"","Turbidity",1457
"21NC01WQ-J1330000",1993-09-15,"","Temperature, water",1376
"21NC01WQ-J1330000",1993-10-19,"","Temperature, water",1254.5
"21NC01WQ-J1330000",1993-11-17,"","Temperature, water",1162.5
"21NC01WQ-J1330000",1993-11-17,"","Turbidity",724
"21NC01WQ-J1330000",1994-02-22,"","Temperature, water",1015.5
"21NC01WQ-J1330000",1994-02-22,"","Turbidity",1746
"21NC01WQ-J1330000",1994-03-17,"","Temperature, water",963
"21NC01WQ-J1330000",1994-04-18,"","Temperature, water",1162.5
"21NC01WQ-J1330000",1994-05-19,"","Temperature, water",1117
"21NC01WQ-J1330000",1994-05-19,"","Turbidity",1214
"21NC01WQ-J1330000",1994-06-20,"","Temperature, water",1394.5
"21NC01WQ-J1330000",1994-07-14,"","Temperature, water",1422
"21NC01WQ-J1330000",1994-08-23,"","Temperature, water",1351
"21NC01WQ-J1330000",1994-08-23,"","Turbidity",1423
"21NC01WQ-J1330000",1994-09-19,"","Temperature, water",1254.5
"21NC01WQ-J1330000",1994-09-19,"","Turbidity",326
"21NC01WQ-J1330000",1994-10-25,"","Temperature, water",1117
"21NC01WQ-J1330000",1994-10-25,"","Turbidity",690
"21NC01WQ-J1330000",1994-11-09,"","Temperature, water",1117
"21NC01WQ-J1330000",1994-11-09,"","Turbidity",326
"21NC01WQ-J1330000",1994-12-12,"","Temperature, water",963
"21NC01WQ-J1330000",1994-12-12,"","Turbidity",1436
"21NC01WQ-J1330000",1995-01-24,"","Temperature, water",1628.5
"21NC01WQ-J1330000",1995-01-24,"","Turbidity",443
"21NC01WQ-J1330000",1995-02-14,"","Temperature, water",935
"21NC01WQ-J1330000",1995-02-14,"","Turbidity",1893
"21NC01WQ-J1330000",1995-03-23,"","Temperature, water",1312.5
"21NC01WQ-J1330000",1995-03-23,"","Turbidity",401
"21NC01WQ-J1330000",1995-04-24,"","Temperature, water",1057
"21NC01WQ-J1330000",1995-04-24,"","Turbidity",548
"21NC01WQ-J1330000",1995-05-22,"","Temperature, water",1307.5
"21NC01WQ-J1330000",1995-05-22,"","Turbidity",1443
"21NC01WQ-J1330000",1995-06-21,"","Temperature, water",1309
"21NC01WQ-J1330000",1995-06-21,"","Turbidity",1257
"21NC01WQ-J1330000",1995-07-25,"","Temperature, water",1423.5
"21NC01WQ-J1330000",1995-07-25,"","Turbidity",619
"21NC01WQ-J1330000",1995-08-14,"","Temperature, water",1422
"21NC01WQ-J1330000",1995-08-14,"","Turbidity",715
"21NC01WQ-J1330000",1995-09-11,"","Temperature, water",1327.5
"21NC01WQ-J1330000",1995-09-11,"","Turbidity",706
"21NC01WQ-J1330000",1995-11-28,"","Temperature, water",1055
"21NC01WQ-J1330000",1995-11-28,"","Turbidity",1214
"21NC01WQ-J1330000",1995-12-14,"","Temperature, water",1692
"21NC01WQ-J1330000",1995-12-14,"","Turbidity",1464
"21NC01WQ-J1330000",1996-01-18,"","Temperature, water",1528
"21NC01WQ-J1330000",1996-01-18,"","Turbidity",646
"21NC01WQ-J1330000",1996-02-27,"","Turbidity",1580
"21NC01WQ-J1330000",1996-03-19,"","Temperature, water",935
"21NC01WQ-J1330000",1996-03-19,"","Turbidity",809
"21NC01WQ-J1330000",1996-04-09,"","Temperature, water",1718.5
"21NC01WQ-J1330000",1996-04-09,"","Turbidity",1615
"21NC01WQ-J1330000",1996-05-28,"","Temperature, water",1235.5
"21NC01WQ-J1330000",1996-05-28,"","Turbidity",2029
"21NC01WQ-J1330000",1996-06-12,"","Temperature, water",1376
"21NC01WQ-J1330000",1996-06-12,"","Turbidity",964
"21NC01WQ-J1330000",1996-06-25,"","Temperature, water",1378.5
"21NC01WQ-J1330000",1996-07-16,"","Temperature, water",1377
"21NC01WQ-J1330000",1996-07-16,"","Turbidity",1901
"21NC01WQ-J1330000",1996-08-19,"","Temperature, water",1362.5
"21NC01WQ-J1330000",1996-08-19,"","Turbidity",619
"21NC01WQ-J1330000",1996-09-19,"","Temperature, water",1290.5
"21NC01WQ-J1330000",1996-09-19,"","Turbidity",478
"21NC01WQ-J1330000",1996-10-16,"","Temperature, water",1154
"21NC01WQ-J1330000",1996-10-16,"","Turbidity",1005
"21NC01WQ-J1330000",1996-11-07,"","Temperature, water",1150
"21NC01WQ-J1330000",1996-11-07,"","Turbidity",1014
"21NC01WQ-J1330000",1996-12-10,"","Temperature, water",1630
"21NC01WQ-J1330000",1996-12-10,"","Turbidity",401
"21NC01WQ-J1330000",2068-08-19,"","Temperature, water",1530
"21NC01WQ-J1330000",2068-08-28,"","Temperature, water",1307.5
"21NC02WQ-J1330000",1997-01-23,"","Temperature, water",443
"21NC02WQ-J1330000",1997-01-23,"","Total suspended solids",1711
"21NC02WQ-J1330000",1997-01-23,"","Turbidity",1718
"21NC02WQ-J1330000",1997-02-18,"","Temperature, water",443
"21NC02WQ-J1330000",1997-02-18,"","Total suspended solids",1989
"21NC02WQ-J1330000",1997-02-18,"","Turbidity",2000
"21NC02WQ-J1330000",1997-03-13,"","Temperature, water",548
"21NC02WQ-J1330000",1997-03-13,"","Total suspended solids",979
"21NC02WQ-J1330000",1997-03-13,"","Turbidity",1241
"21NC02WQ-J1330000",1997-04-16,"","Temperature, water",579
"21NC02WQ-J1330000",1997-04-16,"","Total suspended solids",778
"21NC02WQ-J1330000",1997-04-16,"","Turbidity",1597
"21NC02WQ-J1330000",1997-05-14,"","Temperature, water",673
"21NC02WQ-J1330000",1997-05-14,"","Total suspended solids",1892
"21NC02WQ-J1330000",1997-05-14,"","Turbidity",1574
"21NC02WQ-J1330000",1997-06-23,"","Temperature, water",909
"21NC02WQ-J1330000",1997-06-23,"","Total suspended solids",592
"21NC02WQ-J1330000",1997-06-23,"","Turbidity",1752
"21NC02WQ-J1330000",1997-07-30,"","Temperature, water",874
"21NC02WQ-J1330000",1997-07-30,"","Total suspended solids",1892
"21NC02WQ-J1330000",1997-07-30,"","Turbidity",1268
"21NC02WQ-J1330000",1997-08-05,"","Temperature, water",909
"21NC02WQ-J1330000",1997-08-05,"","Total suspended solids",979
"21NC02WQ-J1330000",1997-08-05,"","Turbidity",1253
"21NC02WQ-J1330000",1997-09-24,"","Temperature, water",823
"21NC02WQ-J1330000",1997-09-24,"","Total suspended solids",1469
"21NC02WQ-J1330000",1997-09-24,"","Turbidity",478
"21NC02WQ-J1330000",1997-10-23,"","Temperature, water",571
"21NC02WQ-J1330000",1997-10-23,"","Total suspended solids",1
"21NC02WQ-J1330000",1997-10-23,"","Turbidity",724
"21NC02WQ-J1330000",1997-11-12,"","Temperature, water",571
"21NC02WQ-J1330000",1997-11-12,"","Total suspended solids",979
"21NC02WQ-J1330000",1997-11-12,"","Turbidity",336
"21NC02WQ-J1330000",1997-12-19,"","Temperature, water",1989
"21NC02WQ-J1330000",1997-12-19,"","Total suspended solids",1214
"21NC02WQ-J1330000",1997-12-19,"","Turbidity",374
"21NC02WQ-J1330000",1998-01-20,"","Temperature, water",1901
"21NC02WQ-J1330000",1998-01-20,"","Total suspended solids",571
"21NC02WQ-J1330000",1998-01-20,"","Turbidity",866
"21NC02WQ-J1330000",1998-02-12,"","Temperature, water",401
"21NC02WQ-J1330000",1998-02-12,"","Total suspended solids",1
"21NC02WQ-J1330000",1998-02-12,"","Turbidity",2019
"21NC02WQ-J1330000",1998-03-10,"","Temperature, water",502
"21NC02WQ-J1330000",1998-03-10,"","Total suspended solids",823
"21NC02WQ-J1330000",1998-03-10,"","Turbidity",928
"21NC02WQ-J1330000",1998-04-13,"","Temperature, water",596
"21NC02WQ-J1330000",1998-04-13,"","Total suspended solids",778
"21NC02WQ-J1330000",1998-04-13,"","Turbidity",1894
"21NC02WQ-J1330000",1998-05-12,"","Temperature, water",624
"21NC02WQ-J1330000",1998-05-12,"","Total suspended solids",823
"21NC02WQ-J1330000",1998-05-12,"","Turbidity",443
"21NC02WQ-J1330000",1998-06-08,"","Temperature, water",805
"21NC02WQ-J1330000",1998-06-08,"","Total suspended solids",619
"21NC02WQ-J1330000",1998-06-08,"","Turbidity",571
"21NC02WQ-J1330000",1998-07-09,"","Temperature, water",935
"21NC02WQ-J1330000",1998-07-09,"","Total suspended solids",1423
"21NC02WQ-J1330000",1998-07-09,"","Turbidity",748
"21NC02WQ-J1330000",1998-08-17,"","Temperature, water",932
"21NC02WQ-J1330000",1998-08-17,"","Total suspended solids",1084
"21NC02WQ-J1330000",1998-08-17,"","Turbidity",1667
"21NC02WQ-J1330000",1998-09-21,"","Temperature, water",893
"21NC02WQ-J1330000",1998-09-21,"","Total suspended solids",979
"21NC02WQ-J1330000",1998-09-21,"","Turbidity",383
"21NC02WQ-J1330000",1998-10-12,"","Temperature, water",781
"21NC02WQ-J1330000",1998-10-12,"","Total suspended solids",690
"21NC02WQ-J1330000",1998-10-12,"","Turbidity",690
"21NC02WQ-J1330000",1998-11-04,"","Temperature, water",530
"21NC02WQ-J1330000",1998-11-04,"","Total suspended solids",1423
"21NC02WQ-J1330000",1998-11-04,"","Turbidity",478
"21NC02WQ-J1330000",1998-12-03,"","Temperature, water",571
"21NC02WQ-J1330000",1998-12-03,"","Total suspended solids",1214
"21NC02WQ-J1330000",1998-12-03,"","Turbidity",345
"21NC02WQ-J1330000",1999-01-11,"","Temperature, water",1760
"21NC02WQ-J1330000",1999-01-11,"","Total suspended solids",1892
"21NC02WQ-J1330000",1999-01-11,"","Turbidity",401
"21NC02WQ-J1330000",1999-02-11,"","Temperature, water",531
"21NC02WQ-J1330000",1999-02-11,"","Total suspended solids",690
"21NC02WQ-J1330000",1999-02-11,"","Turbidity",996
"21NC02WQ-J1330000",1999-03-04,"","Temperature, water",455
"21NC02WQ-J1330000",1999-03-04,"","Total suspended solids",1214
"21NC02WQ-J1330000",1999-03-04,"","Turbidity",1241
"21NC02WQ-J1330000",1999-04-15,"","Temperature, water",574
"21NC02WQ-J1330000",1999-04-15,"","Total suspended solids",1214
"21NC02WQ-J1330000",1999-04-15,"","Turbidity",1436
"21NC02WQ-J1330000",1999-05-10,"","Temperature, water",805
"21NC02WQ-J1330000",1999-05-10,"","Total suspended solids",401
"21NC02WQ-J1330000",1999-05-10,"","Turbidity",1464
"21NC02WQ-J1330000",1999-06-09,"","Temperature, water",932
"21NC02WQ-J1330000",1999-06-09,"","Total suspended solids",979
"21NC02WQ-J1330000",1999-06-09,"","Turbidity",730
"21NC02WQ-J1330000",1999-07-22,"","Temperature, water",952
"21NC02WQ-J1330000",1999-07-22,"","Total suspended solids",1
"21NC02WQ-J1330000",1999-07-22,"","Turbidity",326
"21NC02WQ-J1330000",1999-08-16,"","Temperature, water",950
"21NC02WQ-J1330000",1999-08-16,"","Total suspended solids",443
"21NC02WQ-J1330000",1999-08-16,"","Turbidity",1905
"21NC02WQ-J1330000",1999-09-20,"","Temperature, water",801
"21NC02WQ-J1330000",1999-09-20,"","Total suspended solids",1423
"21NC02WQ-J1330000",1999-09-20,"","Turbidity",1443
"21NC02WQ-J1330000",1999-10-19,"","Temperature, water",593
"21NC02WQ-J1330000",1999-10-19,"","Total suspended solids",1214
"21NC02WQ-J1330000",1999-10-19,"","Turbidity",524
"21NC02WQ-J1330000",1999-11-08,"","Temperature, water",549
"21NC02WQ-J1330000",1999-11-08,"","Total suspended solids",306
"21NC02WQ-J1330000",1999-11-08,"","Turbidity",697
"21NC02WQ-J1330000",1999-12-14,"","Temperature, water",548
"21NC02WQ-J1330000",1999-12-14,"","Total suspended solids",557
"21NC02WQ-J1330000",1999-12-14,"","Turbidity",419
"21NC02WQ-J1330000",2000-01-12,"","Temperature, water",443
"21NC02WQ-J1330000",2000-01-12,"","Total suspended solids",1892
"21NC02WQ-J1330000",2000-01-12,"","Turbidity",592
"21NC02WQ-J1330000",2000-02-21,"","Temperature, water",401
"21NC02WQ-J1330000",2000-02-21,"","Total suspended solids",306
"21NC02WQ-J1330000",2000-02-21,"","Turbidity",1737
"21NC02WQ-J1330000",2000-03-03,"","Temperature, water",443
"21NC02WQ-J1330000",2000-03-27,"","Total suspended solids",401
"21NC02WQ-J1330000",2000-03-27,"","Turbidity",1220
"21NC02WQ-J1330000",2000-04-24,"","Temperature, water",548
"21NC02WQ-J1330000",2000-04-24,"","Total suspended solids",1423
"21NC02WQ-J1330000",2000-04-24,"","Turbidity",1457
"21NC02WQ-J1330000",2000-06-02,"","Temperature, water",646
"21NC02WQ-J1330000",2000-06-02,"","Total suspended solids",1570
"21NC02WQ-J1330000",2000-06-02,"","Turbidity",1247
"21NC02WQ-J1330000",2000-06-28,"","Temperature, water",909
"21NC02WQ-J1330000",2000-06-28,"","Total suspended solids",1637
"21NC02WQ-J1330000",2000-06-28,"","Turbidity",1469
"21NC02WQ-J1330000",2000-07-12,"","Temperature, water",909
"21NC02WQ-J1330000",2000-07-12,"","Total suspended solids",1070
"21NC02WQ-J1330000",2000-07-12,"","Turbidity",1348
"21NC02WQ-J1330000",2000-08-08,"","Total suspended solids",1423
"21NC02WQ-J1330000",2000-08-08,"","Turbidity",1580
"21NC02WQ-J1330000",2000-08-17,"","Temperature, water",909
"21NC02WQ-J1330000",2000-09-18,"","Temperature, water",571
"21NC02WQ-J1330000",2000-09-18,"","Turbidity",979
"21NC02WQ-J1330000",2000-10-30,"","Temperature, water",548
"21NC02WQ-J1330000",2000-10-30,"","Turbidity",355
"21NC02WQ-J1330000",2000-11-16,"","Temperature, water",1989
"21NC02WQ-J1330000",2000-11-16,"","Turbidity",758
"21NC02WQ-J1330000",2000-12-18,"","Temperature, water",1892
"21NC02WQ-J1330000",2000-12-18,"","Turbidity",1070
"21NC02WQ-J1330000",2001-01-31,"","Temperature, water",1892
"21NC02WQ-J1330000",2001-01-31,"","Turbidity",502
"21NC02WQ-J1330000",2001-02-26,"","Temperature, water",401
"21NC02WQ-J1330000",2001-02-26,"","Total suspended solids",443
"21NC02WQ-J1330000",2001-02-26,"","Turbidity",571
"21NC02WQ-J1330000",2001-04-24,"","Temperature, water",646
"21NC02WQ-J1330000",2001-04-24,"","Turbidity",690
"21NC02WQ-J1330000",2001-05-22,"","Temperature, water",823
"21NC02WQ-J1330000",2001-05-22,"","Total suspended solids",524
"21NC02WQ-J1330000",2001-05-22,"","Turbidity",1610
"21NC02WQ-J1330000",2001-06-20,"","Temperature, water",823
"21NC02WQ-J1330000",2001-06-20,"","Turbidity",401
"21NC02WQ-J1330000",2001-07-17,"","Temperature, water",909
"21NC02WQ-J1330000",2001-07-17,"","Turbidity",365
"21NC02WQ-J1330000",2001-09-26,"","Temperature, water",629
"21NC02WQ-J1330000",2001-09-26,"","Turbidity",443
"21NC02WQ-J1330000",2001-10-15,"","Temperature, water",624
"21NC02WQ-J1330000",2001-10-15,"","Turbidity",1615
"21NC02WQ-J1330000",2001-11-06,"","Temperature, water",548
"21NC02WQ-J1330000",2001-11-06,"","Total suspended solids",1
"21NC02WQ-J1330000",2001-11-06,"","Turbidity",690
"21NC02WQ-J1330000",2001-12-06,"","Temperature, water",553
"21NC02WQ-J1330000",2001-12-06,"","Turbidity",393
"21NC02WQ-J1330000",2002-01-29,"","Temperature, water",482
"21NC02WQ-J1330000",2002-01-29,"","Turbidity",2002
"21NC02WQ-J1330000",2002-02-25,"","Temperature, water",411
"21NC02WQ-J1330000",2002-02-25,"","Total suspended solids",1
"21NC02WQ-J1330000",2002-02-25,"","Turbidity",730
"21NC02WQ-J1330000",2002-03-14,"","Temperature, water",555
"21NC02WQ-J1330000",2002-03-14,"","Turbidity",1580
"21NC02WQ-J1330000",2002-04-23,"","Turbidity",979
"21NC02WQ-J1330000",2002-05-13,"","Temperature, water",870
"21NC02WQ-J1330000",2002-05-13,"","Total suspended solids",1214
"21NC02WQ-J1330000",2002-05-13,"","Turbidity",1053
"21NC02WQ-J1330000",2002-07-01,"","Temperature, water",894
"21NC02WQ-J1330000",2002-07-01,"","Turbidity",1455
"21NC02WQ-J1330000",2002-07-15,"","Temperature, water",873
"21NC02WQ-J1330000",2002-07-15,"","Turbidity",1033
"21NC02WQ-J1330000",2002-08-12,"","Temperature, water",930
"21NC02WQ-J1330000",2002-08-12,"","Total suspended solids",979
"21NC02WQ-J1330000",2002-08-12,"","Turbidity",697
"21NC02WQ-J1330000",2002-10-01,"","Temperature, water",846
"21NC02WQ-J1330000",2002-10-01,"","Turbidity",715
"21NC02WQ-J1330000",2002-10-31,"","Temperature, water",524
"21NC02WQ-J1330000",2002-10-31,"","Turbidity",571
"21NC02WQ-J1330000",2002-11-14,"","Temperature, water",530
"21NC02WQ-J1330000",2002-11-14,"","Total suspended solids",1570
"21NC02WQ-J1330000",2002-11-14,"","Turbidity",478
"21NC02WQ-J1330000",2002-12-03,"","Temperature, water",449
"21NC02WQ-J1330000",2002-12-03,"","Turbidity",706
"21NC02WQ-J1330000",2003-01-08,"","Temperature, water",1989
"21NC02WQ-J1330000",2003-01-08,"","Turbidity",1574
"21NC02WQ-J1330000",2003-02-20,"","Temperature, water",1901
"21NC02WQ-J1330000",2003-02-20,"","Total suspended solids",1989
"21NC02WQ-J1330000",2003-02-20,"","Turbidity",571
"21NC02WQ-J1330000",2003-03-04,"","Temperature, water",2019
"21NC02WQ-J1330000",2003-03-04,"","Turbidity",502
"21NC02WQ-J1330000",2003-04-23,"","Temperature, water",555
"21NC02WQ-J1330000",2003-04-23,"","Turbidity",1580
"21NC02WQ-J1330000",2003-05-12,"","Temperature, water",824
"21NC02WQ-J1330000",2003-05-12,"","Total suspended solids",443
"21NC02WQ-J1330000",2003-05-12,"","Turbidity",1728
"21NC02WQ-J1330000",2003-06-10,"","Temperature, water",871
"21NC02WQ-J1330000",2003-06-10,"","Turbidity",443
"21NC02WQ-J1330000",2003-07-16,"","Temperature, water",895
"21NC02WQ-J1330000",2003-07-16,"","Turbidity",1746
"21NC02WQ-J1330000",2003-08-05,"","Temperature, water",931
"21NC02WQ-J1330000",2003-08-05,"","Total suspended solids",502
"21NC02WQ-J1330000",2003-08-05,"","Turbidity",619
"21NC02WQ-J1330000",2003-09-02,"","Temperature, water",932
"21NC02WQ-J1330000",2003-09-02,"","Turbidity",706
"21NC02WQ-J1330000",2003-10-01,"","Temperature, water",623
"21NC02WQ-J1330000",2003-10-01,"","Turbidity",730
"21NC02WQ-J1330000",2003-11-03,"","Temperature, water",673
"21NC02WQ-J1330000",2003-11-03,"","Total suspended solids",979
"21NC02WQ-J1330000",2003-11-03,"","Turbidity",1014
"21NC02WQ-J1330000",2003-12-01,"","Temperature, water",458
"21NC02WQ-J1330000",2003-12-01,"","Turbidity",1033
"21NC02WQ-J1330000",2004-01-05,"","Temperature, water",571
"21NC02WQ-J1330000",2004-01-05,"","Total suspended solids",1711
"21NC02WQ-J1330000",2004-01-05,"","Turbidity",1247
"21NC02WQ-J1330000",2004-02-03,"","Temperature, water",1214
"21NC02WQ-J1330000",2004-02-03,"","Turbidity",675
"21NC02WQ-J1330000",2004-03-01,"","Temperature, water",401
"21NC02WQ-J1330000",2004-03-01,"","Turbidity",1610
"21NC02WQ-J1330000",2004-04-01,"","Temperature, water",487
"21NC02WQ-J1330000",2004-04-01,"","Total suspended solids",459
"21NC02WQ-J1330000",2004-04-01,"","Turbidity",1955
"21NC02WQ-J1330000",2004-05-06,"","Temperature, water",623
"21NC02WQ-J1330000",2004-05-06,"","Turbidity",548
"21NC02WQ-J1330000",2004-06-01,"","Temperature, water",849
"21NC02WQ-J1330000",2004-06-01,"","Turbidity",1228
"21NC02WQ-J1330000",2004-07-06,"","Temperature, water",911
"21NC02WQ-J1330000",2004-07-06,"","Total suspended solids",1423
"21NC02WQ-J1330000",2004-07-06,"","Turbidity",1443
"21NC02WQ-J1330000",2004-08-03,"","Temperature, water",874
"21NC02WQ-J1330000",2004-08-03,"","Turbidity",488
"21NC02WQ-J1330000",2004-09-07,"","Temperature, water",847
"21NC02WQ-J1330000",2004-09-07,"","Turbidity",1615
"21NC02WQ-J1330000",2004-10-06,"","Temperature, water",783
"21NC02WQ-J1330000",2004-10-06,"","Total suspended solids",1
"21NC02WQ-J1330000",2004-10-06,"","Turbidity",988
"21NC02WQ-J1330000",2004-11-15,"","Temperature, water",506
"21NC02WQ-J1330000",2004-11-15,"","Turbidity",443
"21NC02WQ-J1330000",2004-12-03,"","Temperature, water",446
"21NC02WQ-J1330000",2004-12-03,"","Turbidity",1728
"21NC02WQ-J1330000",2005-01-11,"","Temperature, water",502
"21NC02WQ-J1330000",2005-01-11,"","Total suspended solids",730
"21NC02WQ-J1330000",2005-01-11,"","Turbidity",758
"21NC02WQ-J1330000",2005-02-10,"","Temperature, water",481
"21NC02WQ-J1330000",2005-02-10,"","Turbidity",1241
"21NC02WQ-J1330000",2005-03-09,"","Temperature, water",2013
"21NC02WQ-J1330000",2005-03-09,"","Total suspended solids",1989
"21NC02WQ-J1330000",2005-03-23,"","Temperature, water",509
"21NC02WQ-J1330000",2005-03-23,"","Total suspended solids",512
"21NC02WQ-J1330000",2005-04-03,"","Temperature, water",556
"21NC02WQ-J1330000",2005-04-03,"","Total suspended solids",928
"21NC02WQ-J1330000",2005-04-18,"","Temperature, water",623
"21NC02WQ-J1330000",2005-04-18,"","Total suspended solids",478
"21NC02WQ-J1330000",2005-04-18,"","Turbidity",1436
"21NC02WQ-J1330000",2005-05-04,"","Temperature, water",598
"21NC02WQ-J1330000",2005-05-04,"","Total suspended solids",401
"21NC02WQ-J1330000",2005-05-17,"","Temperature, water",823
"21NC02WQ-J1330000",2005-05-17,"","Total suspended solids",1436
"21NC02WQ-J1330000",2005-05-17,"","Turbidity",768
"21NC02WQ-J1330000",2005-06-02,"","Temperature, water",623
"21NC02WQ-J1330000",2005-06-02,"","Total suspended solids",1647
"21NC02WQ-J1330000",2005-06-16,"","Temperature, water",913
"21NC02WQ-J1330000",2005-06-16,"","Total suspended solids",1214
"21NC02WQ-J1330000",2005-06-16,"","Turbidity",1214
"21NC02WQ-J1330000",2005-06-28,"","Temperature, water",889
"21NC02WQ-J1330000",2005-06-28,"","Total suspended solids",1273
"21NC02WQ-J1330000",2005-07-14,"","Temperature, water",933
"21NC02WQ-J1330000",2005-07-14,"","Total suspended solids",1247
"21NC02WQ-J1330000",2005-07-14,"","Turbidity",1005
"21NC02WQ-J1330000",2005-07-28,"","Temperature, water",917
"21NC02WQ-J1330000",2005-07-28,"","Total suspended solids",1591
"21NC02WQ-J1330000",2005-08-11,"","Temperature, water",895
"21NC02WQ-J1330000",2005-08-11,"","Total suspended solids",1892
"21NC02WQ-J1330000",2005-08-23,"","Temperature, water",910
"21NC02WQ-J1330000",2005-08-23,"","Total suspended solids",571
"21NC02WQ-J1330000",2005-08-23,"","Turbidity",592
"21NC02WQ-J1330000",2005-09-23,"","Temperature, water",846
"21NC02WQ-J1330000",2005-09-23,"","Total suspended solids",996
"21NC02WQ-J1330000",2005-09-23,"","Turbidity",1005
"21NC02WQ-J1330000",2005-10-05,"","Temperature, water",870
"21NC02WQ-J1330000",2005-10-05,"","Total suspended solids",1
"21NC02WQ-J1330000",2005-10-05,"","Turbidity",393
"21NC02WQ-J1330000",2005-10-20,"","Temperature, water",780
"21NC02WQ-J1330000",2005-10-20,"","Total suspended solids",1
"21NC02WQ-J1330000",2005-11-02,"","Temperature, water",577
"21NC02WQ-J1330000",2005-11-02,"","Total suspended solids",1
"21NC02WQ-J1330000",2005-11-02,"","Turbidity",1
"21NC02WQ-J1330000",2005-11-16,"","Temperature, water",779
"21NC02WQ-J1330000",2005-11-16,"","Total suspended solids",979
"21NC02WQ-J1330000",2005-11-29,"","Temperature, water",553
"21NC02WQ-J1330000",2005-11-29,"","Total suspended solids",1262
"21NC02WQ-J1330000",2005-12-16,"","Temperature, water",1580
"21NC02WQ-J1330000",2005-12-16,"","Total suspended solids",1502
"21NC02WQ-J1330000",2005-12-28,"","Temperature, water",2007
"21NC02WQ-J1330000",2005-12-28,"","Total suspended solids",502
"21NC02WQ-J1330000",2005-12-28,"","Turbidity",1268
"21NC02WQ-J1330000",2006-01-11,"","Temperature, water",509
"21NC02WQ-J1330000",2006-01-11,"","Total suspended solids",1262
"21NC02WQ-J1330000",2006-01-26,"","Temperature, water",2007
"21NC02WQ-J1330000",2006-01-26,"","Total suspended solids",1
"21NC02WQ-J1330000",2006-01-26,"","Turbidity",1033
"21NC02WQ-J1330000",2006-02-07,"","Temperature, water",403
"21NC02WQ-J1330000",2006-02-07,"","Total suspended solids",401
"21NC02WQ-J1330000",2006-02-22,"","Temperature, water",411
"21NC02WQ-J1330000",2006-02-22,"","Total suspended solids",1752
"21NC02WQ-J1330000",2006-02-22,"","Turbidity",1268
"21NC02WQ-J1330000",2006-03-08,"","Temperature, water",487
"21NC02WQ-J1330000",2006-03-08,"","Total suspended solids",996
"21NC02WQ-J1330000",2006-03-22,"","Temperature, water",533
"21NC02WQ-J1330000",2006-03-22,"","Total suspended solids",478
"21NC02WQ-J1330000",2006-03-22,"","Turbidity",1989
"21NC02WQ-J1330000",2006-04-04,"","Temperature, water",579
"21NC02WQ-J1330000",2006-04-04,"","Total suspended solids",524
"21NC02WQ-J1330000",2006-04-18,"","Temperature, water",655
"21NC02WQ-J1330000",2006-04-18,"","Total suspended solids",1214
"21NC02WQ-J1330000",2006-04-18,"","Turbidity",1760
"21NC02WQ-J1330000",2006-05-11,"","Temperature, water",780
"21NC02WQ-J1330000",2006-05-11,"","Total suspended solids",1752
"21NC02WQ-J1330000",2006-05-18,"","Temperature, water",780
"21NC02WQ-J1330000",2006-05-18,"","Total suspended solids",1570
"21NC02WQ-J1330000",2006-05-18,"","Turbidity",1253
"21NC02WQ-J1330000",2006-06-02,"","Temperature, water",871
"21NC02WQ-J1330000",2006-06-02,"","Total suspended solids",1053
"21NC02WQ-J1330000",2006-06-15,"","Temperature, water",674
"21NC02WQ-J1330000",2006-06-15,"","Total suspended solids",1319
"21NC02WQ-J1330000",2006-06-15,"","Turbidity",1469
"21NC02WQ-J1330000",2006-06-28,"","Temperature, water",868
"21NC02WQ-J1330000",2006-06-28,"","Total suspended solids",1407
"21NC02WQ-J1330000",2006-07-13,"","Temperature, water",915
"21NC02WQ-J1330000",2006-07-13,"","Total suspended solids",996
"21NC02WQ-J1330000",2006-07-13,"","Turbidity",706
"21NC02WQ-J1330000",2006-07-28,"","Temperature, water",891
"21NC02WQ-J1330000",2006-07-28,"","Total suspended solids",1053
"21NC02WQ-J1330000",2006-08-10,"","Temperature, water",928
"21NC02WQ-J1330000",2006-08-10,"","Total suspended solids",730
"21NC02WQ-J1330000",2006-08-10,"","Turbidity",1443
"21NC02WQ-J1330000",2006-08-24,"","Temperature, water",910
"21NC02WQ-J1330000",2006-08-24,"","Total suspended solids",1464
"21NC02WQ-J1330000",2006-09-07,"","Temperature, water",846
"21NC02WQ-J1330000",2006-09-07,"","Total suspended solids",502
